compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
abscisic-acid	C/C(C=CC(C(C)=C1)(O)C(CC1=O)(C)C)=C/C(O)=O	C/C(C=CC(C(C)=C1)(O)C(CC1=O)(C)C)=C/C(O)=O	C15H20O4	C15H20O4	264.13615912288003
2-bromophenylacetic-acid	OC(=O)Cc1ccccc1Br	OC(=O)Cc1ccccc1Br	C8H7BrO2	C8H7BrO2	213.96294206475
3-methoxyphenlacetic-acid	OCCC1=CC=CC(OC)=C1	OCCC1=CC=CC(OC)=C1	C9H12O2	C9H12O2	152.0837296259
thianaphthene-2-carboxylic-acid	O=C(C(S1)=CC2=C1C=CC=C2)O	O=C(C(S1)=CC2=C1C=CC=C2)O	C9H6O2S	C9H6O2S	178.00885060692002
2-bromo-3-nitrobenzoic-acid	OC(=O)c1cccc(c1Br)[N+]([O-])=O	OC(=O)c1cccc(c1Br)[N+]([O-])=O	C7H4BrNO4	C7H4BrNO4	244.93237021163003
3,5-dihydroxybenzoic-acid	OC(=O)c1cc(O)cc(O)c1	OC(=O)c1cc(O)cc(O)c1	C7H6O4	C7H6O4	154.02660867166
4-chloro-2-methylbenzoic-acid	Cc1cc(Cl)ccc1C(O)=O	Cc1cc(Cl)ccc1C(=O)O	C8H7ClO2	C8H7ClO2	170.01345714675
p-hydroxy-benzoic-acid	OC(=O)c1ccc(O)cc1	OC(=O)c1ccc(O)cc1	C7H6O3	C7H6O3	138.03169405209002
2-methoxyquinoline-4-carboxylic-acid	COc1cc(C(O)=O)c2ccccc2n1	COc1cc(C(O)=O)c2ccccc2n1	C11H9NO3	C11H9NO3	203.05824315321001
4-pentynoic-acid	OC(=O)CCC#C	OC(=O)CCC#C	C5H6O2	C5H6O2	98.03677943252
3,3-dimethyl-acrylic-acid	CC(C)=CC(O)=O	CC(C)=CC(O)=O	C5H8O2	C5H8O2	100.05242949698
4-hydroxy-phenylacetic-acid	OC(=O)Cc1ccc(O)cc1	OC(=O)Cc1ccc(O)cc1	C8H8O3	C8H8O3	152.04734411655
4-hydroxy-3-methoxycinnamic-acid	COc1cc(C=CC(O)=O)ccc1O	COc1cc(C=CC(O)=O)ccc1O	C10H10O4	C10H10O4	194.05790880058
glucuronic-acid	O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O	O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O	C6H10O7	C6H10O7	194.04265265929
3-hydroxy-2-methylbenzoic-acid	Cc1c(O)cccc1C(O)=O	Cc1c(O)cccc1C(O)=O	C8H8O3	C8H8O3	152.04734411655
3-chloro-2-methylbenzoic-acid	Cc1c(Cl)cccc1C(O)=O	Cc1c(Cl)cccc1C(=O)O	C8H7ClO2	C8H7ClO2	170.01345714675
2-chloro-6-methyl-nicotinic-acid	Cc1ccc(C(O)=O)c(Cl)n1	Cc1ccc(C(=O)O)c(Cl)n1	C7H6ClNO2	C7H6ClNO2	171.00870611895
3-hydroxy-benzoic-acid	OC(=O)c1cccc(O)c1	OC(=O)c1cccc(O)c1	C7H6O3	C7H6O3	138.03169405209002
cyclopropanecarboxylic-acid	OC(=O)C1CC1	OC(=O)C1CC1	C4H6O2	C4H6O2	86.03677943252
1,5-dimethyl-1h-pyrazole-3-carboxylic-acid	Cn1nc(cc1C)C(O)=O	Cn1nc(cc1C)C(O)=O	C6H8N2O2	C6H8N2O2	140.05857750584
2-fluoro-6-methoxybenzoic-acid	O=C(O)C1=C(OC)C=CC=C1F	O=C(O)C1=C(OC)C=CC=C1F	C8H7FO3	C8H7FO3	170.03792224705
2,5-dimethoxybenzoic-acid	O=C(O)C1=CC(OC)=CC=C1OC	O=C(O)C1=CC(OC)=CC=C1OC	C9H10O4	C9H10O4	182.05790880058
pyrimidine-2-carboxylic-acid	OC(=O)c1ncccn1	OC(=O)c1ncccn1	C5H4N2O2	C5H4N2O2	124.02727737692
2,6-dimethylbenzoic-acid	Cc1cccc(C)c1C(O)=O	Cc1cccc(C)c1C(O)=O	C9H10O2	C9H10O2	150.06807956144002
cyclobutanecarboxylic-acid	OC(=O)C1CCC1	OC(=O)C1CCC1	C5H8O2	C5H8O2	100.05242949698
6-fluoronicotinic-acid	O=C(O)C1=CN=C(F)C=C1	O=C(O)C1=CN=C(F)C=C1	C6H4FNO2	C6H4FNO2	141.02260653522
4-phenylbenzoic-acid	OC(=O)c1ccc(cc1)c2ccccc2	OC(=O)c1ccc(cc1)c2ccccc2	C13H10O2	C13H10O2	198.06807956144002
2-iodo-5-methoxybenzoic-acid	COc1ccc(I)c(c1)C(O)=O	COc1ccc(I)c(c1)C(O)=O	C8H7IO3	C8H7IO3	277.94399098432
5-chloropicolinic-acid	O=C(O)C1=NC=C(Cl)C=C1	O=C(O)c1ccc(Cl)cn1	C6H4ClNO2	C6H4ClNO2	156.99305605449
4-pyridazinecarboxylic-acid	OC(=O)c1ccnnc1	OC(=O)c1ccnnc1	C5H4N2O2	C5H4N2O2	124.02727737692
2,4-dimethyl-benzoic-acid	Cc1ccc(c(C)c1)C(O)=O	Cc1ccc(c(C)c1)C(O)=O	C9H10O2	C9H10O2	150.06807956144002
2-aminomethylphenol	NCc1ccccc1O	NCc1ccccc1O	C7H9NO	C7H9NO	123.06841391406999
2-cyclopropylethanamine	NCCC1CC1	NCCC1CC1	C5H11N	C5H11N	85.08914935896
4-amino-1-methylpiperidine	CN1CCC(N)CC1	CN1CCC(N)CC1	C6H14N2	C6H14N2	114.11569846008
1-(4-chlorophenyl)cyclopropanamine	NC1(CC1)c2ccc(Cl)cc2	NC1(c2ccc(Cl)cc2)CC1	C9H10ClN	C9H10ClN	167.05017700873
2-aminomethylpyrazine	NCc1cnccn1	NCc1cnccn1	C5H7N3	C5H7N3	109.0639972389
3-bromo-4-aminothieno[3,2-c]pyridine	Nc1nccc2scc(Br)c12	Nc1nccc2scc(Br)c12	C7H5BrN2S	C7H5BrN2S	227.93568194441
4-propylaniline	CCCc1ccc(N)cc1	CCCc1ccc(N)cc1	C9H13N	C9H13N	135.10479942342
1,2,3,4-tetrahydro-1-naphthylamine	NC1CCCc2ccccc12	NC1CCCc2ccccc12	C10H13N	C10H13N	147.10479942342
amino-pegamine	OC(NCCOCCOCCOCCOCCN)=O	OC(NCCOCCOCCOCCOCCN)=O	C11H24N2O6	C11H24N2O6	280.1634364998
3-picolylamine	NCc1cccnc1	NCc1cccnc1	C6H8N2	C6H8N2	108.0687482667
3-amino-2-methoxypyridine	COc1ncccc1N	COc1ncccc1N	C6H8N2O	C6H8N2O	124.06366288627
4-amino-3-(trifluoromethoxy)benzonitrile	Nc1ccc(cc1OC(F)(F)F)C#N	Nc1ccc(cc1OC(F)(F)F)C#N	C8H5F3N2O	C8H5F3N2O	202.03539727777
1,4-diaminopiperazine	NN1CCN(N)CC1	NN1CCN(N)CC1	C4H12N4	C4H12N4	116.10619640448
2-propynylamine	NCC#C	NCC#C	C3H5N	C3H5N	55.04219916558
1-(3-aminopropyl)imidazole	NCCCn1ccnc1	NCCCn1ccnc1	C6H11N3	C6H11N3	125.09529736782
2-ethynylaniline	Nc1ccccc1C#C	Nc1ccccc1C#C	C8H7N	C8H7N	117.05784923004
5-chloro-2-(trifluoromethoxy)aniline	Nc1cc(Cl)ccc1OC(F)(F)F	Nc1cc(Cl)ccc1OC(F)(F)F	C7H5ClF3NO	C7H5ClF3NO	211.00117595534
2,4,6-tri-tert-butylaniline	CC(C)(C)c1cc(c(N)c(c1)C(C)(C)C)C(C)(C)C	CC(C)(C)c1cc(c(N)c(c1)C(C)(C)C)C(C)(C)C	C18H31N	C18H31N	261.24565000356
5-amino-2-(trifluoromethyl)pyridine	Nc1ccc(nc1)C(F)(F)F	Nc1ccc(nc1)C(F)(F)F	C6H5F3N2	C6H5F3N2	162.0404826582
3,4-difluorobenzylamine	NCc1ccc(F)c(F)c1	NCc1ccc(F)c(F)c1	C7H7F2N	C7H7F2N	143.0546555555
heptylamine	CCCCCCCN	CCCCCCCN	C7H17N	C7H17N	115.13609955234
2-(methylthio)aniline	CSc1ccccc1N	CSc1ccccc1N	C7H9NS	C7H9NS	139.0455704689
6-fluoro-2-aminophenol	Nc1cccc(F)c1O	Nc1cccc(F)c1O	C6H6FNO	C6H6FNO	127.04334198011
ethyl-5-amino-1,3,4-oxadiazole-2-carboxylate	CCOC(=O)c1oc(N)nn1	CCOC(=O)c1oc(N)nn1	C5H7N3O3	C5H7N3O3	157.04874109761
2-ethylaniline	CCc1ccccc1N	CCc1ccccc1N	C8H11N	C8H11N	121.08914935896
3-(aminomethyl)phenol	NCc1cccc(O)c1	NCc1cccc(O)c1	C7H9NO	C7H9NO	123.06841391406999
2,6-difluoropyridin-3-amine	Nc1ccc(F)nc1F	Nc1ccc(F)nc1F	C5H4F2N2	C5H4F2N2	130.03425446324
4-chloro-3-(trifluoromethyl)aniline	Nc1ccc(Cl)c(c1)C(F)(F)F	Nc1ccc(Cl)c(C(F)(F)F)c1	C7H5ClF3N	C7H5ClF3N	195.00626133577
2-tert-butylphenylamine	CC(C)(C)c1ccccc1N	CC(C)(C)c1ccccc1N	C10H15N	C10H15N	149.12044948788
cis-1-amino-2-indanol	N[C@H]1[C@@H](O)Cc2ccccc12	N[C@H]1[C@@H](O)Cc2ccccc12	C9H11NO	C9H11NO	149.08406397853
octylamine	CCCCCCCCN	CCCCCCCCN	C8H19N	C8H19N	129.1517496168
4-aminobenzotrifluoride	Nc1ccc(cc1)C(F)(F)F	Nc1ccc(cc1)C(F)(F)F	C7H6F3N	C7H6F3N	161.04523368600002
primaquine	COc1cc(NC(C)CCCN)c2ncccc2c1	COc1cc(NC(C)CCCN)c2ncccc2c1	C15H21N3O	C15H21N3O	259.16846230968997
carminic-acid	Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12	Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12	C22H20O13	C22H20O13	492.09039069901
bromoheptanoic-acid	CCCCCC(Br)C(O)=O	CCCCCC(Br)C(O)=O	C7H13BrO2	C7H13BrO2	208.00989225812998
safranine	[Cl-].Cc1cc2nc3c(C)c(N)ccc3[n+](c4ccccc4)c2cc1N	Cc1cc2nc3c(C)c(N)ccc3[n+](-c3ccccc3)c2cc1N.[Cl-]	C20H19ClN4	C20H19ClN4	350.12982431209
2-methoxy-4-nitroaniline	COc1cc(ccc1N)[N+]([O-])=O	COc1cc(ccc1N)[N+]([O-])=O	C7H8N2O3	C7H8N2O3	168.05349212541
p-toluidine	Cc1ccc(N)cc1	Cc1ccc(N)cc1	C7H9N	C7H9N	107.0734992945
cyclopentylamine	NC1CCCC1	NC1CCCC1	C5H11N	C5H11N	85.08914935896
3-amino-1-propanol	NCCCO	NCCCO	C3H9NO	C3H9NO	75.06841391406999
pivalamide	CC(C)(C)C(N)=O	CC(C)(C)C(N)=O	C5H11NO	C5H11NO	101.08406397853
piperidine	C1CCNCC1	C1CCNCC1	C5H11N	C5H11N	85.08914935896
4-aminoacetophenone	CC(=O)c1ccc(N)cc1	CC(=O)c1ccc(N)cc1	C8H9NO	C8H9NO	135.06841391407
2-amino-5-chlorophenol	Nc1ccc(Cl)cc1O	Nc1ccc(Cl)cc1O	C6H6ClNO	C6H6ClNO	143.01379149937998
2-aminothiazole	Nc1sccn1	Nc1sccn1	C3H4N2S	C3H4N2S	100.00951931217999
4-tritylaniline	Nc1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4	Nc1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4	C25H21N	C25H21N	335.16739968126
2-amino-1,2-diphenylethanol	NC(C(O)c1ccccc1)c2ccccc2	NC(C(O)c1ccccc1)c2ccccc2	C14H15NO	C14H15NO	213.11536410745
2-mercaptoethylamine	NCCS	NCCS	C2H7NS	C2H7NS	77.02992040443999
oleylamine	CCCCCCCC\C=C/CCCCCCCCN	CCCCCCCC\C=C/CCCCCCCCN	C18H37N	C18H37N	267.29260019694
o-anisidine	NC1=CC=CC=C1OC	NC1=CC=CC=C1OC	C7H9NO	C7H9NO	123.06841391406999
1-aminopentadecane	CCCCCCCCCCCCCCCN	CCCCCCCCCCCCCCCN	C15H33N	C15H33N	227.26130006802
3,4-(methylenedioxy)aniline-3-bromopropylamine	NCCCBr.Nc1ccc2OCOc2c1	NCCCBr.Nc1ccc2OCOc2c1	C10H15BrN2O2	C10H15BrN2O2	274.03169033145
2-amino-6-chloropyrazine	Nc1cncc(Cl)n1	Nc1cncc(Cl)n1	C4H4ClN3	C4H4ClN3	129.00937482421
2-amino-4-chlorophenol	Nc1cc(Cl)ccc1O	Nc1cc(Cl)ccc1O	C6H6ClNO	C6H6ClNO	143.01379149937998
2-aminobenzonitrile	Nc1ccccc1C#N	Nc1ccccc1C#N	C7H6N2	C7H6N2	118.05309820224
1,5-pentanediol	OCCCCCO	OCCCCCO	C5H12O2	C5H12O2	104.08372962589999
ethanolamine	NCCO	NCCO	C2H7NO	C2H7NO	61.05276384961
l-borneol	CC1(C)C2CCC1(C)[C@H](O)C2	CC1(C)C2CCC1(C)[C@H](O)C2	C10H18O	C10H18O	154.13576519971
1,10-decandiol	OCCCCCCCCCCO	OCCCCCCCCCCO	C10H22O2	C10H22O2	174.16197994819998
4-nitrophenol	Oc1ccc(cc1)[N+]([O-])=O	Oc1ccc(cc1)[N+]([O-])=O	C6H5NO3	C6H5NO3	139.02694302429
phenol	Oc1ccccc1	Oc1ccccc1	C6H6O	C6H6O	94.04186481295
l-menthol	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	C10H20O	C10H20O	156.15141526417
4-fluorophenol	Oc1ccc(F)cc1	Oc1ccc(F)cc1	C6H5FO	C6H5FO	112.03244294345
pinacol	CC(C)(O)C(C)(C)O	CC(C)(O)C(C)(C)O	C6H14O2	C6H14O2	118.09937969036
4-bromophenol	Oc1ccc(Br)cc1	Oc1ccc(Br)cc1	C6H5BrO	C6H5BrO	171.95237738072
7-hydroxycoumarine	Oc1ccc2C=CC(=O)Oc2c1	Oc1ccc2C=CC(=O)Oc2c1	C9H6O3	C9H6O3	162.03169405209002
2,5-dimethyl-2,5-hexanediol	CC(C)(O)CCC(C)(C)O	CC(C)(O)CCC(C)(C)O	C8H18O2	C8H18O2	146.13067981928
5-hexen-1-ol	OCCCCC=C	OCCCCC=C	C6H12O	C6H12O	100.08881500633001
2-methylpyrimidin-5-ol	Cc1ncc(O)cn1	Cc1ncc(O)cn1	C5H6N2O	C5H6N2O	110.04801282181
1,7-heptanediol	OCCCCCCCO	OCCCCCCCO	C7H16O2	C7H16O2	132.11502975482
4-iodophenol	Oc1ccc(I)cc1	Oc1ccc(I)cc1	C6H5IO	C6H5IO	219.93851168072
5-iodovanillin	COc1cc(C=O)cc(I)c1O	COc1cc(C=O)cc(I)c1O	C8H7IO3	C8H7IO3	277.94399098432
4-nitrothiophenol	[O-][N+](=O)c1ccc(S)cc1	[O-][N+](=O)c1ccc(S)cc1	C6H5NO2S	C6H5NO2S	155.00409957912
2-methyl-2-butanol	CCC(C)(C)O	CCC(C)(C)O	C5H12O	C5H12O	88.08881500633001
(s)-pyrrolodine-2-ylmethanol	C1CC(NC1)CO	C1CC(NC1)CO	C5H11NO	C5H11NO	101.08406397853
o-nitrophenol	Oc1ccccc1[N+]([O-])=O	Oc1ccccc1[N+]([O-])=O	C6H5NO3	C6H5NO3	139.02694302429
4-bromo-2,6-di-tert-butylphenol	CC(C)(C)c1cc(Br)cc(c1O)C(C)(C)C	CC(C)(C)c1cc(Br)cc(c1O)C(C)(C)C	C14H21BrO	C14H21BrO	284.0775778964
2,3-pinanediol	CC1(C)C2CC(O)C(C)(O)C1C2	CC1(C)C2CC(O)C(C)(O)C1C2	C10H18O2	C10H18O2	170.13067981928
2,3-dichlorophenol	Oc1cccc(Cl)c1Cl	Oc1cccc(Cl)c1Cl	C6H4Cl2O	C6H4Cl2O	161.96392011248997
piperidin-4-ol	OC1CCNCC1	OC1CCNCC1	C5H11NO	C5H11NO	101.08406397853
2-butyne-1,4-diol	OCC#CCO	OCC#CCO	C4H6O2	C4H6O2	86.03677943252
2,6-diphenylphenol	Oc1c(cccc1c2ccccc2)c3ccccc3	Oc1c(cccc1c2ccccc2)c3ccccc3	C18H14O	C18H14O	246.10446507079
2,6-dihydroxyacetophenone	CC(=O)c1c(O)cccc1O	CC(=O)c1c(O)cccc1O	C8H8O3	C8H8O3	152.04734411655
2,6-dibromophenol	Oc1c(Br)cccc1Br	Oc1c(Br)cccc1Br	C6H4Br2O	C6H4Br2O	249.86288994849002
1,4-cyclohexanediol	OC1CCC(O)CC1	OC1CCC(O)CC1	C6H12O2	C6H12O2	116.08372962589999
4-methoxybenzyl-alcohol	COc1ccc(CO)cc1	COc1ccc(CO)cc1	C8H10O2	C8H10O2	138.06807956144002
3-buten-1-ol	OCCC=C	OCCC=C	C4H8O	C4H8O	72.05751487741
6-bromo-2-naphthol	Oc1ccc2cc(Br)ccc2c1	Oc1ccc2cc(Br)ccc2c1	C10H7BrO	C10H7BrO	221.96802744517998
1-tetradecanol	CCCCCCCCCCCCCCO	CCCCCCCCCCCCCCO	C14H30O	C14H30O	214.22966558647
1-propanol	CCCO	CCCO	C3H8O	C3H8O	60.05751487741
pentafluorophenol	Oc1c(F)c(F)c(F)c(F)c1F	Oc1c(F)c(F)c(F)c(F)c1F	C6HF5O	C6HF5O	183.99475546545
3-(1-piperazino)phenol	Oc1cccc(c1)N2CCNCC2	Oc1cccc(c1)N2CCNCC2	C10H14N2O	C10H14N2O	178.11061307965
3-methyl-1-butanol	CC(C)CCO	CC(C)CCO	C5H12O	C5H12O	88.08881500633001
9-bromo-nonan-1-ol	OCCCCCCCCCBr	OCCCCCCCCCBr	C9H19BrO	C9H19BrO	222.06192783194
4-methoxyphenol	COc1ccc(O)cc1	COc1ccc(O)cc1	C7H8O2	C7H8O2	124.05242949698
2-buten-1-ol	CC=CCO	CC=CCO	C4H8O	C4H8O	72.05751487741
3-chloro-1,2-propanediol	OCC(O)CCl	OCC(O)CCl	C3H7ClO2	C3H7ClO2	110.01345714675
2,4-dibromophenol	Oc1ccc(Br)cc1Br	Oc1ccc(Br)cc1Br	C6H4Br2O	C6H4Br2O	249.86288994849002
octanol	CCCCCCCCO	CCCCCCCCO	C8H18O	C8H18O	130.13576519971
1,9-nonanediol	OCCCCCCCCCO	OCCCCCCCCCO	C9H20O2	C9H20O2	160.14632988374
5-hexyn-1-ol	OCCCCC#C	OCCCCC#C	C6H10O	C6H10O	98.07316494187
cyanuric-acid	O=C1NC(=O)NC(=O)N1	O=C1NC(=O)NC(=O)N1	C3H3N3O3	C3H3N3O3	129.01744096869
2-methoxyethanol	COCCO	COCCO	C3H8O2	C3H8O2	76.05242949698
tetronic-acid	C1C(=O)COC1=O	C1C(=O)COC1=O	C4H4O3	C4H4O3	100.01604398763001
2-bromophenol	Oc1ccccc1Br	Oc1ccccc1Br	C6H5BrO	C6H5BrO	171.95237738072
9-decen-1-ol	OCCCCCCCCC=C	OCCCCCCCCC=C	C10H20O	C10H20O	156.15141526417
8-chloro-1-octanol	OCCCCCCCCCl	OCCCCCCCCCl	C8H17ClO	C8H17ClO	164.09679284947998
3-methoxy-1-propanol	COCCCO	COCCCO	C4H10O2	C4H10O2	90.06807956144
2-iodophenol	Oc1ccccc1I	Oc1ccccc1I	C6H5IO	C6H5IO	219.93851168072
n,n-dimethylaminoethanol	CC(O)N(C)C	CC(O)N(C)C	C4H11NO	C4H11NO	89.08406397853
3-cyanophenol	Oc1cccc(c1)C#N	Oc1cccc(c1)C#N	C7H5NO	C7H5NO	119.03711378515
1-decanol	CCCCCCCCCCO	CCCCCCCCCCO	C10H22O	C10H22O	158.16706532863
3-butyn-2-ol	CC(O)C#C	CC(O)C#C	C4H6O	C4H6O	70.04186481295
hexafluoro-2-methylisopropanol	CC(O)(C(F)(F)F)C(F)(F)F	CC(O)(C(F)(F)F)C(F)(F)F	C4H4F6O	C4H4F6O	182.01663372487002
4-fluoroatechol	Oc1ccc(F)cc1O	Oc1ccc(F)cc1O	C6H5FO2	C6H5FO2	128.02735756302002
11-bromo-1-undecanol	OCCCCCCCCCCCBr	OCCCCCCCCCCCBr	C11H23BrO	C11H23BrO	250.09322796086
2-[2-(2-chloroethoxy)-ethoxy]ethanol	OCCOCCOCCCl	OCCOCCOCCCl	C6H13ClO3	C6H13ClO3	168.0553219597
10-bromo-1-decanol	OCCCCCCCCCCBr	OCCCCCCCCCCBr	C10H21BrO	C10H21BrO	236.0775778964
furfuryl-alcohol	OCc1occc1	OCc1occc1	C5H6O2	C5H6O2	98.03677943252
2,6-difluorophenol	Oc1c(F)cccc1F	Oc1c(F)cccc1F	C6H4F2O	C6H4F2O	130.02302107395
1-phenyl-1-butanol	CCCC(O)c1ccccc1	CCCC(O)c1ccccc1	C10H14O	C10H14O	150.10446507079
3-bromophenol	Oc1cccc(Br)c1	Oc1cccc(Br)c1	C6H5BrO	C6H5BrO	171.95237738072
4-methylbenzyl-alcohol	Cc1ccc(CO)cc1	Cc1ccc(CO)cc1	C8H10O	C8H10O	122.07316494187
1-pentadecanol	CCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCO	C15H32O	C15H32O	228.24531565093
2-fluorophenol	Oc1ccccc1F	Oc1ccccc1F	C6H5FO	C6H5FO	112.03244294345
7-bromo-2-naphthol	Oc1ccc2ccc(Br)cc2c1	Oc1ccc2ccc(Br)cc2c1	C10H7BrO	C10H7BrO	221.96802744517998
methallyl-alcohol	CC(=C)CO	CC(=C)CO	C4H8O	C4H8O	72.05751487741
2-thiophenemethanol	OCc1sccc1	OCc1sccc1	C5H6OS	C5H6OS	114.01393598735
neopentyl-alcohol	CC(C)(C)CO	CC(C)(C)CO	C5H12O	C5H12O	88.08881500633001
5-ethyl-2-pyridineethanol	CCc1ccc(CCO)nc1	CCc1ccc(CCO)nc1	C9H13NO	C9H13NO	151.09971404299
perfluoro-tert-butanol	OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F	OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F	C4HF9O	C4HF9O	235.98836811637
12-hydroxy-octadec-9-enoic-acid	CCCCCCC(O)CC=CCCCCCCCC(O)=O	CCCCCCC(O)CC=CCCCCCCCC(O)=O	C18H34O3	C18H34O3	298.25079495452997
2-tridecenoic-acid	CCCCCCCCCCC=CC(O)=O	CCCCCCCCCCC=CC(O)=O	C13H24O2	C13H24O2	212.17763001266002
propanoic-acid	CCC(O)=O	CCC(O)=O	C3H6O2	C3H6O2	74.03677943252
2-(1h-imidazol-4-yl)ethan-1-amine	NCCC1=CNC=N1	NCCC1=CNC=N1	C5H9N3	C5H9N3	111.07964730335999
cyclopentanecarboxylic acid	O=C(C1CCCC1)O	O=C(C1CCCC1)O	C6H10O2	C6H10O2	114.06807956144
2-(1h-indol-3-yl)acetic acid	O=C(O)CC1=CNC2=C1C=CC=C2	O=C(O)CC1=CNC2=C1C=CC=C2	C10H9NO2	C10H9NO2	175.06332853364
4-amino-4-oxobutanoic acid	O=C(O)CCC(N)=O	O=C(O)CCC(N)=O	C4H7NO3	C4H7NO3	117.04259308875
3-hydroxypropanoic acid	O=C(O)CCO	O=C(O)CCO	C3H6O3	C3H6O3	90.03169405209
3a,delata-22-cholic-acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)/C=C/C(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)/C=C/C(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H38O3	C24H38O3	374.28209508345003
c23 3a-cholic acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C23H38O3	C23H38O3	362.28209508345003
c23 3a, 12a-cholic acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C23H38O4	C23H38O4	378.27700970302
3a 7a 12a-cholic acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1	C24H40O5	C24H40O5	408.28757438705
3a,12a-dca	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
3a, 7a-cdca	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)CC2C1	C24H40O4	C24H40O4	392.29265976748
calcium glyco-deoxycholate	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(CC)C(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(CC)C(O)=O)CC[C@@]4([H])[C@]3([H])CCC2C1	C26H44O3	C26H44O3	404.32904527683
3-alpha-7-beta-12-keto	O[C@@H](C[C@@](C[C@@H]([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	O[C@@H](C[C@@](C[C@@H]([C@@]1([H])[C@]2([H])CC[C@@H]([C@]23C)[C@H](C)CCC(O)=O)O)4[H])CC[C@]4(C)[C@@]1([H])CC3=O	C24H38O5	C24H38O5	406.27192432259
deoxycholic-acid	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1	C24H40O4	C24H40O4	392.29265976748
